,index,movie,names,reviews
607,607, pvr logix noida , diksha ganchaudhuri , it s convenient to find within the mall but i didn t particularly like their pricing for food and beverages i don t know much about the pattern of seating arrangement that should be present at a movie hall but it s really not friendly for more 
608,608, pvr logix noida , pooja panwar , recently we saw super mario in 3d it was a nice experience i think initially there was some technical glitch so they restarted the movie after 5 min of running time again 
609,609, pvr logix noida , sukanya pugarja , with all sorts of cinema sizes logix has a good pvr multiplex the lighting inside and posters are quite attractive tried the 4dx too just that the scent is slightly unpleasant in 4dx but everything else was good also liked the mocha more 
610,610, pvr logix noida , sarath sankar ss , had best 4dx experience but lots of other ventors inside the pvr area like donations all other stuff from outside company i don t understand why pvr entertain such peoples in their premises we are there for watching film not for other stuff please look forward to it 
611,611, pvr logix noida , varun kumar , new great ambience of the theatre the audio quality is great the food items are a little over priced but compared to other theatres it is fine one of the best theatre in delhi ncr nearest metro station to reach is noida city center more 
612,612, pvr logix noida , wanderer , went here to watch vikram 10 10 operation fortune ruse de guerre 8 10 ekenbanu ruddhoshash rajasthan 8 10 situated just outside city centre metro on the second floor of the mall easy to reach for delhi people more 
613,613, pvr logix noida , hardik nikunj , went to watch the flash in imax 2d amazing audio visual experience more 
614,614, pvr logix noida , christin sebastian , first imax in noida so it needs a renovation and feels a bit old 4dx is also fine but can be seen its aging overall it s good 
615,615, pvr logix noida , shama parveen , noida city centre metro station it is located in the city centre just beside the metro station wave city center metro station it has many shops for shopping like trends max pantaloons big bazaar etc there is pvr also in the more 
616,616, pvr logix noida , anant upadhyay , they let me keep my travel bags at a counter free of cost and it is easy to check in and check out the seats could be a bit more comfortable but the screen size and sound was great 
617,617, pvr logix noida , nitish bhardwaj , one of the best cinema halls of delhi ncr it has i thing 12 screens more 
618,618, pvr logix noida , nikhil hundet , logix mall is good and its connectivity is also good because noida city center metro station is very near to it smart bazaar is in lower ground and very good for daily needs with offers parking price are 40 to 50 as per days like weekdays more 
619,619, pvr logix noida , prabal pratap singh , one of the best imax theatre in delhi ncr loved the screen and the sound quality can easily rate this place after imax saket we watched antman quantamania recently and really loved the experience here would love to again and experience the imax quality 
620,620, pvr logix noida , vikas kumar , pvr logistics noida is good to go for movie with your family and your friends this place is nice quite to visit 
621,621, pvr logix noida , ashish kha , new about pvr cinemas is one of the leading cinema chains in india offering an exceptional movie going experience to its customers with state of the art technology and more 
622,622, pvr logix noida , aashu bhargava , their bhelpuri and sevpuri are really amazing and worth the money rest other items are over priced 
623,623, pvr logix noida , nk r , simple seats and affordable price inside pvr hall is small and the sound system is average 
624,624, pvr logix noida , varun kumar , pvr inside logix mall its next to city centre metro station so easily reachable there are lot of food options in mall also there is separate game place for kids 
625,625, pvr logix noida , puja agarwal , it was a decent movie place however the hall was very small and the charges more comparatively more 
